Order Id,Product Code,Customer Id,Inward Date,Dispatch Date,Quantity Sold,Price
282411,D4B363CC,CUST_00069,2024-06-11,2024-08-03,8,11902
964102,D21FC96D,CUST_00070,2024-11-23,2024-11-24,7,105601
601055,D36FC48A,CUST_00071,2024-05-16,2024-05-24,7,47154
65585,F916C29C,CUST_00072,2024-09-14,2024-11-06,4,30976
888964,B63BD722,CUST_00073,2023-09-25,2023-10-22,7,44983
516401,7A7D582C,CUST_00074,2024-02-14,2024-03-05,9,57037
232529,202F0160,CUST_00075,2024-10-14,2024-12-07,10,140787
913936,71166CDE,CUST_00076,2024-07-12,2024-08-27,9,91311
280066,485A5C78,CUST_00077,2023-07-21,2023-07-26,1,46989
844332,9C5B4B5D,CUST_00078,2024-08-16,2024-09-04,4,79796
14676,D73F88BD,CUST_00079,2023-10-03,2023-11-30,2,43683
688489,33009991,CUST_00080,2024-09-11,2024-10-02,5,16400
838267,02F432C7,CUST_00081,2024-09-15,2024-09-22,9,98945
119353,FA8058CE,CUST_00082,2023-08-11,2023-09-22,10,59820
235202,B8B7F759,CUST_00083,2025-01-08,2025-01-22,1,186946
456252,0539DBE6,CUST_00084,2024-12-14,2025-01-09,1,179263
261574,E1A031A2,CUST_00085,2023-10-26,2023-11-30,8,56221
138700,5FB42BDF,CUST_00086,2025-02-10,2025-03-14,7,75700
79053,225E733B,CUST_00087,2024-01-16,2024-01-28,2,49282
41464,D30F1287,CUST_00088,2024-09-06,2024-10-11,8,170771
907000,268FC981,CUST_00089,2023-10-19,2023-12-09,4,115800
529913,B5979456,CUST_00090,2024-02-17,2024-03-01,8,166260
658873,1E646AC1,CUST_00091,2023-04-18,2023-05-23,8,49902
947118,7.50E+10,CUST_00092,2024-08-09,2024-10-04,9,64818
182494,0C376DC0,CUST_00093,2024-11-21,2024-11-22,10,66597
570636,19CAFF55,CUST_00094,2023-10-15,2023-12-08,6,122030
687043,2E475456,CUST_00095,2023-06-05,2023-07-27,10,150198
36733,06E841E7,CUST_00096,2023-04-24,2023-06-14,2,170391
262667,EB21B3A6,CUST_00097,2024-04-22,2024-06-03,7,11333
54709,CED22D67,CUST_00098,2024-04-15,2024-05-25,9,108235
499353,B1538A92,CUST_00099,2024-04-07,2024-04-19,2,134412
79228,1C73DE0B,CUST_00100,2024-08-06,2024-09-30,3,20799
15109,093C2823,CUST_00101,2023-04-03,2023-04-19,10,172640
98634,3F08E101,CUST_00102,2023-06-19,2023-07-03,3,79563
599453,6951D855,CUST_00103,2023-06-16,2023-08-02,7,177532
930554,80768EC6,CUST_00104,2024-07-26,2024-09-10,9,149504
405729,EEBD8464,CUST_00105,2023-06-25,2023-08-03,6,139545
101739,D193092F,CUST_00106,2024-12-14,2025-01-28,9,146371
410524,4600D2A7,CUST_00107,2023-07-23,2023-08-25,1,142648
599604,B8AC59F5,CUST_00108,2025-01-29,2025-03-30,4,188903
853796,5FC4B050,CUST_00109,2024-06-26,2024-08-22,4,65505
656878,6B3805A1,CUST_00110,2024-08-25,2024-09-22,5,108902
316901,3747FE76,CUST_00111,2024-08-27,2024-10-15,7,155702
732783,B1F6FCBC,CUST_00112,2024-07-12,2024-09-04,1,58392
646651,3206C312,CUST_00113,2024-07-21,2024-08-29,3,115838
813150,5DA6F0DE,CUST_00114,2024-09-21,2024-11-05,2,8877
555776,0AB6C496,CUST_00115,2025-01-30,2025-03-16,7,155591
178327,547830F3,CUST_00116,2024-02-29,2024-04-23,8,94364
34502,6EB45546,CUST_00117,2024-01-30,2024-02-12,3,143110
398432,2BCF6285,CUST_00118,2024-11-13,2025-01-07,2,56929
2770,897B1108,CUST_00119,2023-07-26,2023-09-23,8,11439
621921,BE326B71,CUST_00120,2023-10-28,2023-11-12,6,130629
330748,3D77F3D1,CUST_00121,2023-10-11,2023-12-07,7,25237
516948,D8F52A46,CUST_00122,2024-04-25,2024-05-03,5,68715
322499,FF920FFF,CUST_00123,2024-03-23,2024-04-14,3,68955
836606,B9A86E67,CUST_00124,2025-01-20,2025-02-06,1,135581
466178,F5A7CFA3,CUST_00125,2023-12-14,2024-02-04,8,7015
438993,5BF1FB71,CUST_00126,2024-01-13,2024-02-14,3,162166
988540,4170B497,CUST_00127,2023-04-26,2023-06-14,7,69590
579504,23EBF79A,CUST_00128,2023-04-27,2023-06-23,4,118101
772373,2A95D723,CUST_00129,2023-08-09,2023-08-18,10,150686
378562,10D09396,CUST_00130,2023-11-29,2023-12-17,10,128606
129653,32D06DA0,CUST_00131,2024-11-29,2024-12-05,3,71067
575265,E1CC647B,CUST_00132,2024-11-30,2024-12-05,5,154664
221759,0B4C715A,CUST_00133,2025-03-06,2025-03-09,9,90665
111098,0EEB99D4,CUST_00134,2024-09-23,2024-10-19,9,47125
30932,C8BAAC79,CUST_00135,2023-12-26,2024-02-23,4,146114
773222,3F399072,CUST_00136,2023-09-26,2023-11-08,8,197075
342940,FCB65F1A,CUST_00137,2023-07-12,2023-08-30,8,144987
173331,4AEEAA37,CUST_00138,2023-11-03,2023-11-27,1,41820
178898,D7C5C2A8,CUST_00139,2024-08-05,2024-09-19,3,56078
145895,2C2BD7F6,CUST_00140,2025-02-02,2025-02-26,1,100321
345471,25D47C7A,CUST_00141,2024-10-09,2024-11-23,7,13588
924825,E9DB8534,CUST_00142,2024-02-17,2024-02-26,1,136309
388565,DECDC3C3,CUST_00143,2025-02-20,2025-03-21,2,93961
611462,C2F88802,CUST_00144,2024-08-01,2024-08-14,6,56964
718278,5B00EE28,CUST_00145,2023-10-19,2023-10-31,4,191149
246263,2033356D,CUST_00146,2023-06-08,2023-06-11,7,107654
478937,B5714ED0,CUST_00147,2023-08-25,2023-09-07,7,15497
831343,C08D0A20,CUST_00148,2024-04-01,2024-05-11,4,60100
153603,A7631B1A,CUST_00149,2024-04-15,2024-05-11,10,178421
284207,082DAFE9,CUST_00150,2024-04-29,2024-06-06,8,62319
175324,A5C8DE7A,CUST_00151,2024-05-08,2024-06-17,6,115337
851084,7DD2749F,CUST_00152,2023-07-05,2023-08-13,8,128643
475564,AE9EFC43,CUST_00153,2025-02-24,2025-03-19,1,65217
497131,C47D4A2E,CUST_00154,2024-09-05,2024-09-06,10,79780
602698,B4F71F7D,CUST_00155,2024-08-26,2024-10-05,4,151181
808864,95D8C40E,CUST_00156,2024-06-27,2024-07-10,7,10719
766018,21CA7D5F,CUST_00157,2023-08-11,2023-10-05,6,55754
535671,6E16B093,CUST_00158,2024-03-06,2024-03-31,6,110906
300344,C1B415C1,CUST_00159,2024-02-14,2024-03-13,10,174212
23695,4A034EB0,CUST_00160,2023-03-22,2023-05-06,5,148622
949049,75B0FC94,CUST_00161,2024-02-01,2024-03-26,1,136200
391299,F4F24EA6,CUST_00162,2025-02-18,2025-03-18,2,112448
16310,8EB13CED,CUST_00163,2023-09-21,2023-10-10,5,121904
642628,444F53A5,CUST_00164,2025-02-22,2025-04-10,10,124068
802669,32F9B20F,CUST_00165,2025-03-15,2025-04-12,9,155338
920466,3C9210DD,CUST_00166,2024-07-21,2024-07-27,8,134280
121355,4CC0F824,CUST_00167,2024-05-30,2024-07-14,8,85638
754773,C110B7E1,CUST_00168,2023-10-24,2023-11-19,7,139790
296509,607D27B4,CUST_00169,2024-12-01,2024-12-15,6,197867
375493,3C1A4A9B,CUST_00170,2024-09-08,2024-11-02,5,11534
777778,3D04FEEA,CUST_00171,2023-11-11,2023-12-10,9,170958
448800,CB37ED95,CUST_00172,2023-06-25,2023-07-28,3,197178
234050,F603AE06,CUST_00173,2024-08-19,2024-08-23,10,36342
360439,859E351B,CUST_00174,2023-07-27,2023-08-12,5,161210
7367,49737CC5,CUST_00175,2024-05-29,2024-06-13,10,170003
757629,9F0BC862,CUST_00176,2024-05-12,2024-06-05,8,17243
345066,D8168ECC,CUST_00177,2024-06-02,2024-07-03,3,125043
628013,77232AF9,CUST_00178,2023-03-27,2023-05-05,5,184619
305007,36025554,CUST_00179,2024-03-22,2024-03-31,8,32511
878779,5A077387,CUST_00180,2024-07-21,2024-08-25,9,108200
339932,B4AE03BE,CUST_00181,2024-08-23,2024-10-18,8,166928
451223,2E151090,CUST_00182,2025-03-10,2025-03-18,8,137198
330231,75C9DE7C,CUST_00183,2023-05-08,2023-07-04,10,149766
719205,4DD8EEF1,CUST_00184,2024-08-17,2024-09-18,6,137096
204937,31D6E768,CUST_00185,2024-05-02,2024-06-17,10,142083
908288,070105D8,CUST_00186,2024-01-12,2024-02-14,9,149052
347592,AE096E7E,CUST_00187,2023-08-17,2023-09-15,2,10357
614442,6474ABBE,CUST_00188,2023-10-09,2023-10-23,1,42725
374775,083B81C3,CUST_00189,2023-04-27,2023-04-29,8,161273
360773,27BFD7C0,CUST_00190,2023-05-02,2023-05-08,10,84966
487034,8E3152AA,CUST_00191,2024-07-15,2024-08-09,10,33059
56580,10621027,CUST_00192,2024-02-19,2024-04-19,9,186932
371476,473A54EA,CUST_00193,2024-03-16,2024-04-08,7,160413
665731,8E5950DE,CUST_00194,2023-09-08,2023-10-02,8,80306
877836,6C6C6A7E,CUST_00195,2024-09-25,2024-10-19,6,84156
397110,CE00009C,CUST_00196,2024-11-02,2024-11-18,10,104190
864449,5BFC8BBB,CUST_00197,2023-08-02,2023-09-19,10,49596
746521,ABA479D3,CUST_00198,2024-01-05,2024-02-26,1,66986
615535,C3A6075A,CUST_00199,2025-03-16,2025-03-22,6,13471
188728,D771E88F,CUST_00200,2025-02-17,2025-03-25,7,9552
332521,A3B9D57C,CUST_00201,2023-09-19,2023-10-03,2,133410
390069,6F83C1C0,CUST_00202,2024-04-29,2024-05-26,6,161894
271210,74176C0D,CUST_00203,2024-09-03,2024-10-02,9,107937
252126,FE2F8E8D,CUST_00204,2023-04-14,2023-04-15,6,80191
261016,089F73BC,CUST_00205,2024-12-22,2025-01-07,2,117404
181581,70D834A8,CUST_00206,2024-05-12,2024-05-24,1,10231
835592,801FC234,CUST_00207,2024-03-11,2024-03-30,9,168378
344989,7AFC2E71,CUST_00208,2024-09-11,2024-10-19,7,193541
189776,BB9C3D49,CUST_00209,2023-10-10,2023-11-12,8,23922
644770,7512EC05,CUST_00210,2024-10-19,2024-11-19,1,145349
128010,7A1F15B1,CUST_00211,2023-04-29,2023-05-19,1,30058
323242,B6644D22,CUST_00212,2023-04-08,2023-05-11,2,68717
123818,E6B0429F,CUST_00213,2024-04-21,2024-05-28,10,89251
65231,BA46842A,CUST_00214,2024-04-01,2024-05-20,2,44965
165227,76183088,CUST_00215,2025-02-04,2025-02-16,7,162143
905166,E3D31276,CUST_00216,2024-04-24,2024-06-20,4,192855
488780,48A0277C,CUST_00217,2024-06-22,2024-07-10,9,114202
217367,A2C9AC5C,CUST_00218,2025-02-28,2025-03-06,3,21871
4810,FB33428E,CUST_00219,2023-07-18,2023-08-18,8,146648
580962,4B6EB507,CUST_00220,2024-04-11,2024-05-03,10,199198
20326,3C151ED2,CUST_00221,2024-09-02,2024-09-04,9,157754
507277,1B0206B3,CUST_00222,2023-08-11,2023-09-23,1,64785
199726,00F0476A,CUST_00223,2025-03-13,2025-04-03,7,180483
266461,B09046C4,CUST_00224,2023-11-11,2023-11-27,7,134270
599114,BA2ED98C,CUST_00225,2024-08-22,2024-09-16,8,118159
266413,95CD6741,CUST_00226,2024-10-07,2024-11-25,2,83773
903844,17D2B925,CUST_00227,2024-02-01,2024-04-01,7,109952
928133,47D4FCD0,CUST_00228,2023-10-22,2023-11-21,2,180782
638689,100DF3D1,CUST_00229,2023-11-18,2023-11-20,5,192931
888220,F4600CB1,CUST_00230,2024-05-04,2024-06-17,10,190965
670587,288B8A2A,CUST_00231,2023-04-17,2023-05-11,2,187061
623199,8EBCED1B,CUST_00232,2024-04-25,2024-05-17,5,174203
411175,A741333C,CUST_00233,2025-02-08,2025-03-04,9,27590
295284,2C317FFC,CUST_00234,2025-01-06,2025-02-13,8,174093
605908,C8E72D90,CUST_00235,2024-04-03,2024-05-17,6,117167
136013,68E6607B,CUST_00236,2024-12-25,2025-01-03,7,73496
129043,81B647C4,CUST_00237,2024-11-23,2024-12-02,3,97535
634006,881EDB7D,CUST_00238,2023-03-24,2023-05-13,3,59524
150042,58E38059,CUST_00239,2023-10-11,2023-12-08,5,29217
557026,080EE8C3,CUST_00240,2025-02-04,2025-03-15,3,79152
938389,AD10525C,CUST_00241,2023-06-19,2023-07-30,1,94283
957061,211CE4AB,CUST_00242,2023-06-05,2023-06-25,1,176264
241720,EBACCB38,CUST_00243,2025-02-08,2025-02-09,1,104060
476291,A08DBC33,CUST_00244,2024-12-20,2025-01-03,1,189697
289067,A2498600,CUST_00245,2024-02-27,2024-04-09,7,197003
265102,3BCF27C7,CUST_00246,2023-07-13,2023-08-06,6,54466
794724,7275D496,CUST_00247,2024-11-15,2024-12-26,2,198484
67113,B1EADFDF,CUST_00248,2024-03-20,2024-05-14,7,134245
113950,DE0F40C3,CUST_00249,2023-08-13,2023-09-15,7,197343
70091,B6B204E7,CUST_00250,2023-06-19,2023-08-04,9,162512
311750,876852EC,CUST_00251,2024-08-16,2024-08-23,6,194169
675864,C777EB83,CUST_00252,2025-01-19,2025-01-23,8,105702
266019,DECCAC7F,CUST_00253,2023-06-03,2023-07-17,2,131341
550376,EB7BDFE5,CUST_00254,2023-03-24,2023-04-07,1,139456
163324,4.05E+09,CUST_00255,2023-09-01,2023-09-19,1,83235
881968,C384DC60,CUST_00256,2024-02-15,2024-02-21,1,135467
444231,0BB62EEE,CUST_00257,2023-08-20,2023-09-20,3,25617
45819,A4489417,CUST_00258,2023-06-21,2023-07-15,1,108439
745936,EA01E6E2,CUST_00259,2023-04-03,2023-04-25,9,123207
645315,007DCA0E,CUST_00260,2023-04-11,2023-04-25,9,45370
356602,0E914E1B,CUST_00261,2025-03-15,2025-05-09,1,69894
192760,5DA380A9,CUST_00262,2024-07-16,2024-08-30,4,169309
408755,E7E1E6D8,CUST_00263,2024-07-10,2024-08-06,5,50651
207620,F85A2139,CUST_00264,2024-06-02,2024-07-02,6,199788
138025,9D22D1E5,CUST_00265,2024-11-04,2024-12-05,7,100888
552482,7F924E18,CUST_00266,2023-11-15,2023-12-02,5,21140
58479,3BC10D74,CUST_00267,2023-06-08,2023-07-24,5,58996
890171,785A0358,CUST_00268,2024-11-08,2024-12-22,1,135076
560181,3CB9091C,CUST_00269,2024-03-17,2024-03-29,4,182404
185347,344226B7,CUST_00270,2023-09-28,2023-10-02,7,190791
661173,017D292C,CUST_00271,2023-06-24,2023-07-10,2,115958
217828,B104C358,CUST_00272,2023-04-09,2023-04-21,9,93139
340321,4AAFE732,CUST_00273,2025-02-24,2025-04-25,3,14543
559660,BE5297AF,CUST_00274,2024-04-11,2024-05-12,8,69080
75604,899FA409,CUST_00275,2024-08-02,2024-08-18,9,154636
252948,0D14A52B,CUST_00276,2025-01-20,2025-02-12,1,142112
673033,EF10A66F,CUST_00277,2024-07-01,2024-08-16,6,163011
629432,06A38179,CUST_00278,2024-11-01,2024-11-30,4,190114
776456,9ABD837E,CUST_00279,2023-06-13,2023-07-11,10,161020
744378,F72BB0A1,CUST_00280,2025-03-03,2025-04-04,10,28081
985460,19D722A8,CUST_00281,2024-03-07,2024-03-11,4,194512
798253,28E07097,CUST_00282,2023-10-05,2023-10-17,2,146440
662847,EAB2E27B,CUST_00283,2024-05-01,2024-06-18,6,160587
767151,D4358B21,CUST_00284,2024-04-25,2024-06-01,10,99213
53022,2.13E+09,CUST_00285,2024-03-17,2024-03-23,8,105871
345076,B6F33EA1,CUST_00286,2023-09-29,2023-10-14,2,198341
129305,9691BCCC,CUST_00287,2024-08-27,2024-09-13,10,80584
403281,83A4088D,CUST_00288,2023-05-06,2023-05-23,3,5620
24718,08D91DEA,CUST_00289,2024-12-23,2025-01-19,1,11883
812320,D4D6421A,CUST_00290,2024-06-20,2024-07-13,2,13500
374060,0A475B03,CUST_00291,2024-12-24,2025-01-01,5,179804
846741,D1DC04D6,CUST_00292,2024-06-03,2024-06-17,10,121070
437306,73B575AC,CUST_00293,2024-05-03,2024-06-24,7,105638
686485,4B955411,CUST_00294,2024-05-04,2024-06-10,2,80759
366462,D39E4B35,CUST_00295,2024-11-02,2024-11-16,1,87729
8681,93A0FCA0,CUST_00296,2023-08-12,2023-09-19,2,31533
147325,4C70112B,CUST_00297,2023-05-23,2023-07-15,9,13904
543599,1470D57D,CUST_00298,2025-01-28,2025-03-29,4,9949
865610,652823B7,CUST_00299,2024-04-12,2024-04-28,8,137442
592233,7CC3269D,CUST_00300,2023-07-07,2023-08-22,5,162779
602866,E0B0430B,CUST_00301,2023-05-23,2023-05-30,9,15819
650736,B3131763,CUST_00302,2024-10-21,2024-11-02,5,184047
575026,1871A11B,CUST_00303,2023-08-14,2023-10-07,4,154861
877293,71DC8030,CUST_00304,2024-12-31,2025-02-18,2,140714
80830,E00DF23B,CUST_00305,2024-12-05,2025-01-06,10,17937
846047,1C74B4B6,CUST_00306,2023-09-13,2023-10-15,6,107560
948317,31FFFBEA,CUST_00307,2023-07-14,2023-09-01,8,144399
388339,CFDD54EB,CUST_00308,2024-07-20,2024-09-02,7,141660
130077,EC0FE97B,CUST_00309,2025-03-02,2025-03-23,3,134547
662972,4E9F4F8B,CUST_00310,2024-04-26,2024-05-18,3,162771
860092,04F99953,CUST_00311,2024-04-25,2024-05-04,5,106674
782962,74769112,CUST_00312,2024-12-08,2024-12-09,6,40160
779873,AD5505C0,CUST_00313,2024-07-08,2024-08-24,5,88001
567771,6A592107,CUST_00314,2025-02-05,2025-03-28,3,175882
447805,A062EF38,CUST_00315,2024-07-02,2024-08-20,1,60146
567242,7B20AE7C,CUST_00316,2023-07-22,2023-08-23,3,42273
63603,8D3011E2,CUST_00317,2023-08-21,2023-08-22,9,111476
461780,48079F17,CUST_00318,2023-09-10,2023-09-22,6,143835
492497,AB98717A,CUST_00319,2025-01-16,2025-03-09,8,131220
843729,FFF2AFEE,CUST_00320,2023-06-15,2023-08-03,10,56130
544056,C79E4339,CUST_00321,2025-01-30,2025-02-19,4,11155
770313,D3F400A0,CUST_00322,2023-07-21,2023-09-01,10,91426
476509,0BBE140B,CUST_00323,2025-02-13,2025-03-31,3,136835
705656,0872BC11,CUST_00324,2024-11-28,2025-01-07,2,126593
559103,F8D4B6FB,CUST_00325,2024-06-15,2024-06-21,6,152180
929260,C265DF9B,CUST_00326,2024-07-02,2024-07-27,5,67581
375822,E899E0CF,CUST_00327,2023-05-02,2023-05-15,9,124564
576781,BD925D8F,CUST_00328,2024-03-31,2024-04-18,3,183430
583768,24D602E0,CUST_00329,2024-02-15,2024-04-13,7,37461
622682,AD6083DB,CUST_00330,2023-06-30,2023-07-24,8,199396
386887,0C8D6326,CUST_00331,2024-12-28,2025-01-16,4,31845
822820,F2DA3F8F,CUST_00332,2024-01-15,2024-01-17,4,141712
265585,81C73709,CUST_00333,2023-11-01,2023-12-27,7,50999
275971,474547F2,CUST_00334,2024-12-06,2025-01-14,10,164169
306156,A92078B8,CUST_00335,2024-09-28,2024-11-13,3,7660
151920,0CEE4EC5,CUST_00336,2024-02-27,2024-03-22,5,159997
509808,A675D88C,CUST_00337,2025-03-19,2025-04-17,5,139350
423277,220D6977,CUST_00338,2023-07-01,2023-07-13,2,69410
608799,73B2F07C,CUST_00339,2023-04-26,2023-06-07,5,32474
603747,E0FE5686,CUST_00340,2023-11-04,2023-11-29,6,12447
656190,27EF997C,CUST_00341,2023-11-07,2023-12-29,1,128815
252236,E2A7B73E,CUST_00342,2025-03-08,2025-04-08,6,62945
449981,692A88F8,CUST_00343,2024-02-10,2024-03-08,8,108640
972896,C1D732ED,CUST_00344,2025-02-26,2025-03-19,8,141477
473765,DD49670B,CUST_00345,2024-11-01,2024-11-28,4,198031
208595,F4D10B6A,CUST_00346,2024-12-20,2024-12-22,4,76020
68228,3E68475A,CUST_00347,2024-04-10,2024-06-07,6,182764
777751,12F07789,CUST_00348,2024-12-19,2024-12-23,2,88752
300219,32F63FBA,CUST_00349,2024-04-05,2024-06-02,10,197284
335643,94D3F676,CUST_00350,2024-02-18,2024-03-25,7,171813
40091,DFA60CB5,CUST_00351,2024-11-02,2024-11-06,6,112043
915001,F16BA885,CUST_00352,2024-05-10,2024-05-24,8,138720
412426,99AC1B0F,CUST_00353,2024-01-14,2024-02-01,3,128708
939165,DC37D223,CUST_00354,2023-05-11,2023-06-24,1,16468
138811,325F3BCB,CUST_00355,2024-07-15,2024-07-18,7,72290
674069,82F3BEC0,CUST_00356,2023-12-26,2024-02-17,6,89016
795679,DCDB1BA5,CUST_00357,2023-05-06,2023-05-23,10,99363
688477,270C59F8,CUST_00358,2023-07-14,2023-09-08,9,117839
330766,8F752990,CUST_00359,2024-05-22,2024-06-19,3,142020
487628,B1BAD72A,CUST_00360,2024-07-02,2024-08-24,1,94481
771279,6AAEFF5A,CUST_00361,2025-01-28,2025-03-15,8,135951
155117,B47C6450,CUST_00362,2023-04-19,2023-05-23,6,53785
567061,77F1C8F8,CUST_00363,2023-08-15,2023-09-18,7,135033
60255,96F19927,CUST_00364,2023-11-01,2023-12-20,8,189447
186027,5A3EF9A4,CUST_00365,2024-11-04,2024-11-12,8,80010
282667,D7D04E29,CUST_00366,2024-09-17,2024-11-06,9,138772
210565,398AEA7F,CUST_00367,2023-09-05,2023-10-18,9,102652
73871,81690E4C,CUST_00368,2024-06-18,2024-07-14,8,27386
241135,B1F5045F,CUST_00369,2025-01-23,2025-02-07,5,174914
250652,C1E04470,CUST_00370,2024-02-06,2024-03-07,9,185200
874955,47249AC3,CUST_00371,2023-09-13,2023-10-01,5,10360
504957,2BFFA446,CUST_00372,2024-10-26,2024-12-11,9,35903
126800,A6839CB9,CUST_00373,2023-04-26,2023-05-07,6,111915
484342,76E7C14C,CUST_00374,2024-08-29,2024-09-29,7,52266
661722,13DF5F08,CUST_00375,2023-08-09,2023-08-14,2,130137
398019,84CC53A9,CUST_00376,2023-06-01,2023-07-23,7,190143
824251,15443566,CUST_00377,2023-11-07,2023-11-14,9,112490
328339,58084B49,CUST_00378,2024-11-21,2024-11-28,6,45395
924950,120E0754,CUST_00379,2023-10-17,2023-10-19,4,29923
981859,AE1807C9,CUST_00380,2025-03-06,2025-04-14,7,110984
897219,5FEC2D6B,CUST_00381,2024-02-22,2024-04-08,9,34794
823868,3857F282,CUST_00382,2024-01-11,2024-02-13,4,195973
512043,85965192,CUST_00383,2024-02-17,2024-03-31,9,142746
536417,D226BBF1,CUST_00384,2024-12-08,2025-01-27,7,118247
58622,E5280A9F,CUST_00385,2023-11-18,2024-01-16,3,103806
665442,0473B041,CUST_00386,2024-09-08,2024-11-02,5,23458
581365,D7AF6FF3,CUST_00387,2024-04-26,2024-05-11,3,131766
806267,67AFCF05,CUST_00388,2023-11-15,2023-12-08,10,112641
128811,FD158A0A,CUST_00389,2024-06-30,2024-07-04,1,25331
