Order_Item_Id,order_id,product_id,Quantity,price
QM0M5B0L2A4D,O500072,100072,1,164.21
EP9V8K6R8Z3B,O500073,100073,1,912.96
SK6I3U9C6F6A,O500074,100074,3,428.71
XQ9M6A8S3N3T,O500075,100075,1,44.61
AB5E5T4L2S3P,O500076,100076,7,310.88
ON8F3Q9S1C0J,O500077,100077,3,790.12
OF5Q7P8H3Q2E,O500078,100078,6,82.7
IC0N2Q9X7P9Z,O500079,100079,3,320.15
JA2T3E4T4L6C,O500080,100080,6,83.48
LY2I5I6U1W9A,O500081,100081,6,992.07
YI5Q7O1V1K6Y,O500082,100082,7,309.68
EO5W3S2F5Y4R,O500083,100083,7,24.83
OY0Q9E3M1I8X,O500084,100084,3,281.28
KT3G0O0A3M2K,O500085,100085,3,430.74
ES3U0C8K5Z4T,O500086,100086,50,377.52
LD0V9R2K0Q6S,O500087,100087,6,876.88
HD2J6W9J1B5E,O500088,100088,7,178.44
BS5S9W7F6N6E,O500089,100089,3,682.71
RT3E5H3D8I7B,O500090,100090,7,804.51
YK4N2K0W2H6U,O500091,100091,50,827.06
KF9Z8U9S2B5G,O500092,100092,1,298.8
VX9B1F2J3W6J,O500093,100093,1,161
EX8M7G3R7Z2G,O500094,100094,7,224.44
CW2R9U1U0T4V,O500095,100095,1,950.74
OO1F9E8A4A9N,O500096,100096,6,633.99
OA2D1L3N6B9I,O500097,100097,50,195.92
QY4O9S9C2C0F,O500098,100098,6,860.67
HZ2S2S4R7J6X,O500099,100099,6,578.62
OG0B6N4T4B7F,O500100,100100,3,212.27
GT0R5I4R5K9D,O500101,100101,1,465.78
BS3Y5Z3Y8S7Z,O500102,100102,1,760.46
GQ0E0F7U8N4Q,O500103,100103,1,750.9
YP8E9L6U1B1X,O500104,100104,1,643.87
DT8O8U6Q2X7Y,O500105,100105,6,134.72
TN5S8U4Q0P0T,O500106,100106,50,320.21
NZ7F4B6U5Q4O,O500107,100107,50,730.37
QX9M2Q5E7L9G,O500108,100108,1,257.79
BC2P4V2G0I8D,O500109,100109,6,514.66
TT4Y3S6I6H3N,O500110,100110,50,113.27
BZ5Y2C8L5W0Y,O500111,100111,7,811.95
CZ7Z1I5S9U6M,O500112,100112,50,688.45
AM4D2O5P0M8L,O500113,100113,1,952.07
JK9U0E7E0U2I,O500114,100114,3,789.66
QL2E9I4B7W2G,O500115,100115,50,205.56
UY3E2D6K0W7H,O500116,100116,7,62.51
YJ4B9B9W2V9B,O500117,100117,7,711.62
TM1H2L4N6P5S,O500118,100118,50,307.73
QU6F6G6K5J2K,O500119,100119,1,223.82
NG8Y2R2K0S4F,O500120,100120,50,323.1
QC4L8R4Z2R2T,O500121,100121,50,642.73
YG5G7I4I0I8R,O500122,100122,3,598.56
SH7I7N9J1T0X,O500123,100123,50,617.94
MB2U2B7S5W5P,O500124,100124,50,359.77
WM3L5I2H4F8E,O500125,100125,3,723.92
UG9N7U2R2N8H,O500126,100126,1,196.49
MH9B4Q9L2Y3N,O500127,100127,6,544.62
DB4H2A1S8V3V,O500128,100128,50,959.98
NY1E6B1F6O6N,O500129,100129,50,435.41
YU9Q7V3X5I7W,O500130,100130,50,98.57
YY5U4X5P2M2P,O500131,100131,1,425.74
JZ5A9X9E9X0A,O500132,100132,3,214.39
RZ0N9P6N0P8E,O500133,100133,6,805.95
DZ9G0M0M6Z4I,O500134,100134,50,552.91
XP5P5Q6Q7S0T,O500135,100135,6,617.48
TZ4W4B5S7T3Q,O500136,100136,7,10.37
EB4H5P5R0X7D,O500137,100137,50,989.51
CS2H3D5X6C2I,O500138,100138,50,462.94
PZ2A3M5M5O1I,O500139,100139,7,982.37
PY3G0Z7Z2E5C,O500140,100140,7,195.21
JH4W4Q8R1A6O,O500141,100141,50,500.75
HM8I6L3S0K5I,O500142,100142,3,991.47
GA8M8C4X5C7G,O500143,100143,1,482.46
LA5J4Q1J9O8H,O500144,100144,1,527.29
NB6J0Y9C9E7U,O500145,100145,50,299.84
VF7J0L4O6Q1Z,O500146,100146,7,673.68
EZ8G9Y5V1C1C,O500147,100147,1,166.98
CP5U8O9R6S0L,O500148,100148,50,929.24
CN8I1B5D5T5Q,O500149,100149,3,123.27
EI2T4V4W2N3U,O500150,100150,3,586.48
ZC4V9X8X0G1Z,O500151,100151,7,828.94
HV8Q2S7K8L0B,O500152,100152,50,276.83
YD1V2B9B0R1M,O500153,100153,3,714.28
WQ9J9F4S2B2R,O500154,100154,3,627.06
JY2G6H8I1A0X,O500155,100155,7,487.66
PA4E4B8M4Y4I,O500156,100156,1,169.06
EO8S5L7D1C3G,O500157,100157,1,618.53
HN1W4W9P2M3Y,O500158,100158,50,17.93
BA7L7F7U8J3O,O500159,100159,3,278.16
CH6M0J4V0U3M,O500160,100160,3,157.19
NZ2Y6K6Q3J2O,O500161,100161,50,711.52
ML3H3R5N2G7A,O500162,100162,1,512.51
BB2U1S0C4K4K,O500163,100163,6,810.7
EA6D3E9A8A4M,O500164,100164,7,18.21
NP7M8O4C9G8U,O500165,100165,6,941.32
BH5C1R1O1G5D,O500166,100166,6,21.32
HM6E8D6Z6U2O,O500167,100167,50,743.94
SC4E0O0F8I0J,O500168,100168,7,31.91
IB1Z6E7V4L2E,O500169,100169,1,164.88
AR3D5M6J7V6K,O500170,100170,1,537.82
AQ8G2S9G3K5J,O500171,100171,1,199.67
GT8D3P0O8I5M,O500172,100172,50,80.22
AG7F0T3N6A4Y,O500173,100173,50,957.75
MB1F1O4Q9F7Y,O500174,100174,1,91.99
BE2D7W2Q6V5N,O500175,100175,3,142.66
QZ1U2U5Y9V1W,O500176,100176,1,850.88
ZV1L9I6Q1N5G,O500177,100177,7,997.03
FZ6N4H3G5R7S,O500178,100178,6,109.36
VP5U3T1Z7P0D,O500179,100179,7,290.27
DL6B0E4Z6A3F,O500180,100180,50,244.99
AH8Q6N4V1Y7S,O500181,100181,7,867.89
ER0D8Z5B2V0Z,O500182,100182,50,484.99
KS4G5V3D4F4H,O500183,100183,1,380.55
VT0B8O3Q0E0L,O500184,100184,7,333.67
QT1A0V6W3Q0G,O500185,100185,7,331.28
BV9J5B5W8S9V,O500186,100186,3,428.24
ZZ1N2Y4G5X7X,O500187,100187,7,353.22
ZZ6Y4Y3I8R5X,O500188,100188,3,822.46
UG6Y2K9O7Y7Z,O500189,100189,50,408.6
RL7Z7V0X8A5C,O500190,100190,7,609.37
RF3Q0H9A5W1K,O500191,100191,50,747.18
IC5B5Z7G1A4N,O500192,100192,7,176.33
BB9A7D7H1O4E,O500193,100193,6,961.3
OZ8Q2E7K2K5P,O500194,100194,3,903.91
MW6K7U3Z2D4U,O500195,100195,7,320.79
RL0T0U8J2B7J,O500196,100196,7,728.67
IE9W5M8Z1Z7L,O500197,100197,7,435.81
RN6L0H5U9A2D,O500198,100198,6,450.68
FU4R6T8C9S5C,O500199,100199,6,401.83
KI2W2V4E1E3P,O500200,100200,3,126.65
SC4R3C8T6G2B,O500201,100201,3,914.34
AY0M4W2I9A4L,O500202,100202,6,107.46
JA5Z7T1Z9Q8V,O500203,100203,50,294.08
NH4J1E8J9N0O,O500204,100204,6,315.66
TM3G2P2O7K9H,O500205,100205,7,106.53
XQ6K0Z0J7D1K,O500206,100206,1,308.77
IO9W5L7D3X0A,O500207,100207,6,32.87
WH0J7I9D7X8S,O500208,100208,3,59.37
QY7K9H1Q6N0B,O500209,100209,3,57.29
VK8P4T7J1T7T,O500210,100210,1,678.71
CJ8H1K1U4B8C,O500211,100211,7,276.57
BE7V5C3R6Z0D,O500212,100212,1,882.61
SI2I3F3W7E6S,O500213,100213,7,284.05
FV8J0O0V0F5I,O500214,100214,1,401.77
RY2R3A5E7B4J,O500215,100215,50,196.71
SX7F5A0P8X6Z,O500216,100216,3,283.65
HC4U4G4A9N7R,O500217,100217,50,433.7
KM9Z5D6I9X1C,O500218,100218,6,342.9
EZ5M2C8P7C9S,O500219,100219,6,894.68
OL6X4R8I2G0P,O500220,100220,6,774.56
OU9S2M4V0I5N,O500221,100221,50,96.51
HP0O5J7H2H7K,O500222,100222,50,410.86
NC6O4M8D2A5I,O500223,100223,6,208.1
MF2J3V2X3D4W,O500224,100224,1,286.02
HO6B4C1W9T8T,O500225,100225,50,728.16
PR6S2A5H4F1K,O500226,100226,3,39.56
YH8R4Y3C0P5N,O500227,100227,6,773.18
MW1Y4L4F6B5Q,O500228,100228,50,614.83
BD8C0I0R8K8G,O500229,100229,6,395.34
CZ0C9H1J4M7O,O500230,100230,6,926.63
LD0N0L0S8L7Z,O500231,100231,6,364.79
HJ3B8E9F9P0R,O500232,100232,1,16.17
WB0Z9W0S4U3T,O500233,100233,7,119.08
UW1X7F7N7V9J,O500234,100234,3,411.06
XA2U6V0N4S1P,O500235,100235,3,776.09
GA4B5A7U5I0G,O500236,100236,3,715.05
HJ5D1R0T6E9G,O500237,100237,50,315.78
UM5R5D9L6P2L,O500238,100238,3,510.89
HT0M8B1J4Y9Y,O500239,100239,6,193.62
JA3H2T6O1W7O,O500240,100240,50,676.78
MG3C8Z0M6A8L,O500241,100241,6,281.89
FH9C1L0Z9Q5L,O500242,100242,6,168.97
AT5E5N0O2W4P,O500243,100243,6,22
SK0H5J2Y8S3X,O500244,100244,6,680.23
FI1H0K5I2R1X,O500245,100245,50,189.06
NN9R4Q7H3S2P,O500246,100246,6,812.85
BZ0J8W7Y9V7P,O500247,100247,6,307.8
PB1X1J8D4A3P,O500248,100248,7,18.15
ZR1Y2R7E1Q5L,O500249,100249,7,488.06
HP3J4Y3U2Q5F,O500250,100250,50,325.54
EV5V6X3H7E3S,O500251,100251,6,155.98
SY7J9Y8R1W0E,O500252,100252,50,117.9
MH0F1W6Q1Q8M,O500253,100253,7,604.81
OI7T0G4J2E6D,O500254,100254,3,428.59
PQ2Q7P5A1K0G,O500255,100255,3,90.84
GH7L1E6R8K4V,O500256,100256,50,902.41
MB7H3S8M4F4Y,O500257,100257,50,121.13
DB4U9Z7X0Z9Y,O500258,100258,3,209.09
OB6E1B1G1R4D,O500259,100259,7,61.18
GK4Y5R7Z2J6R,O500260,100260,7,526.98
BK4V9Q3X8E8B,O500261,100261,7,844.49
QE7L4A8E4N4A,O500262,100262,1,486.81
VI1Y4L7J3H4S,O500263,100263,1,629.29
OK0S5E7W3D2T,O500264,100264,7,863.83
WD0B9L1L5R3S,O500265,100265,6,978.35
NJ7A8M2X4P9R,O500266,100266,50,410.87
TJ5A0L1I8J2Y,O500267,100267,3,590.04
SL2T9D7E2H7P,O500268,100268,6,126.62
PI3E8M7B0J5M,O500269,100269,7,735.74
OA6X2R3K3W8O,O500270,100270,3,69.62
TL2G9W1L9S4I,O500271,100271,50,462.22
TT5L1J1E1F9I,O500272,100272,6,261.72
DS3O0W6R4H8U,O500273,100273,7,349.87
IZ2O6K8J0W2I,O500274,100274,7,297.63
DR8H9S9L7G2W,O500275,100275,6,614.69
ZH9Y0L9W7Y5R,O500276,100276,6,432.95
ID3S8V9D4K1V,O500277,100277,1,920.32
ED0R0T6B7Y3I,O500278,100278,50,378.14
JW2X6W8E3M9C,O500279,100279,6,384.1
WG5K0D7H3T7V,O500280,100280,50,777.03
ME9F2Z3C4Q7F,O500281,100281,7,345.64
IO6N8X5L4Q3I,O500282,100282,7,562.85
HN3J0D9S9V0B,O500283,100283,7,626.21
WD6B9O9Q7I6O,O500284,100284,3,319.46
UZ7E4K9W8A8V,O500285,100285,50,294.41
ON5G9A2Q8H3M,O500286,100286,50,442.39
LG9B3L5Y2W1J,O500287,100287,50,560.56
WL2L9K4U0H9S,O500288,100288,6,293.3
XR0Y6R4Y3L9D,O500289,100289,7,349.72
QF9G5A1B1B5D,O500290,100290,1,311.84
DD1L0U5Z9S8N,O500291,100291,3,27.4
ZN0S6W1E0X7E,O500292,100292,1,620.8
XO9X3L2D8G4D,O500293,100293,7,633.84
YX3T6W8H7U1I,O500294,100294,50,108.87
BF6A1K4V8Z6I,O500295,100295,7,21.2
TH7J2K8T3E5V,O500296,100296,1,310.75
EJ2J1M4K0G4A,O500297,100297,6,643.42
WN3O6P9Y7I2T,O500298,100298,6,437.42
UP0A4W3W4E2U,O500299,100299,1,363.77
LP3I3O0C2S4G,O500300,100300,6,722.54
UK9B5C3L3V2Y,O500301,100301,1,15.54
RA7M9P5U4H8J,O500302,100302,3,647.88
WP7R2H5V3Z1C,O500303,100303,3,323.13
QE3L7U5L3Q4A,O500304,100304,50,245.72
QN6N8T8F5T7W,O500305,100305,6,41.23
OS8Q0Q7R6S9Y,O500306,100306,6,900.16
YV4E3N5A0G7R,O500307,100307,1,889
NI9W0C9V3C5J,O500308,100308,7,352.72
HM4T1D9U3A7K,O500309,100309,6,263.19
VZ3Q7M7T1C4K,O500310,100310,1,534.83
BL3B6Z7G5T8S,O500311,100311,1,182.69
LP8W7P7S6Z5A,O500312,100312,6,326.28
BH2R6R6S0I2V,O500313,100313,3,220.75
GG3B6G7U5E4A,O500314,100314,50,891.45
CV7Q5I3R8O2D,O500315,100315,7,263.1
HP0I0V9Y2X9F,O500316,100316,6,695.43
MK2F5F2K7U1I,O500317,100317,6,395.43
WZ6T6A8N1I8A,O500318,100318,1,321.36
IO3P8B6K2I2P,O500319,100319,50,811.48
AE1U5Q1K0U5J,O500320,100320,1,958.05
OW0Q0G9L6B1Y,O500321,100321,50,732.81
SE6W5C8P1J1C,O500322,100322,6,721.29
ON3K4E3A9L6H,O500323,100323,6,638.28
AW8O5S0U2D9X,O500324,100324,50,415.48
WN7I7Y3Q0Q5U,O500325,100325,7,90.11
QC8S4E5Z5A0Z,O500326,100326,7,100.83
GH2X0I9G5B6A,O500327,100327,1,838.62
DN0L7F5R4H2M,O500328,100328,1,765.55
VH5N3O6W2L1B,O500329,100329,1,79.16
HT2Z0O0G8L0T,O500330,100330,3,382.36
RZ9W1E2Y7M8M,O500331,100331,6,933.49
BI2I6X8A1Z3J,O500332,100332,7,987.14
KV6P7E1W3Q4P,O500333,100333,6,298.09
DJ6J8N0E8A2I,O500334,100334,6,391
LH4G3X8U8M5E,O500335,100335,50,751.56
ZZ3Y0L5V7L4F,O500336,100336,3,169.42
BU2R0W8Q0U5U,O500337,100337,7,261.07
VL3S1E8G1V9C,O500338,100338,3,70.2
CB8C6P0R5N6I,O500339,100339,3,134.47
FP2A7Z9V1U0E,O500340,100340,50,276.87
JR6D6Z4K4H0O,O500341,100341,6,432.91
FM3W2W8W7D8T,O500342,100342,6,154.96
HE7Z2I1L1A8O,O500343,100343,3,245.72
TA8A8U7O1R2E,O500344,100344,3,24.44
HO5Q5Z3W8Z4R,O500345,100345,50,972.36
DL6G2D6F2Q8Z,O500346,100346,50,267.12
UK4H0Z0Y6V4B,O500347,100347,7,292.52
MB0K5H7J5F1H,O500348,100348,6,61.58
LW0Y7K0C1V7G,O500349,100349,50,570.32
FW0U3B5E3V7Q,O500350,100350,6,83.45
LR3U8A6Y0M5X,O500351,100351,50,461.09
SW0D6K8A2E7B,O500352,100352,50,123.31
VH0S4P6H4M7Q,O500353,100353,6,136.73
XG4S7G1N7G3Q,O500354,100354,1,637.45
NJ0B6R4M0B0T,O500355,100355,6,504.84
VB7I1X3P8E1H,O500356,100356,7,329.24
VK4M9F6J6O5N,O500357,100357,6,450.45
OX2Z6O6E8J4P,O500358,100358,3,383.81
CP3B9W0S7Q4G,O500359,100359,7,712.17
RV4F1J8F0V2I,O500360,100360,1,364.81
BP0O9G1P7I6V,O500361,100361,6,129.82
VP8I5Q7W8N0O,O500362,100362,6,652.67
UW0Q2G6O3Y2S,O500363,100363,7,709.28
XL2O3X5Z9X1O,O500364,100364,50,63.74
DM0N3A9R5F7P,O500365,100365,6,651.93
QC9M7L7N1L0N,O500366,100366,7,389.75
FI3F7X3X8F9B,O500367,100367,6,920.77
WZ7J4M7O0P8L,O500368,100368,1,382.98
FE9U6G6N2B4C,O500369,100369,1,882.1
QW1X2X4C2C2H,O500370,100370,50,619.46
MC6Y7C8K5I0M,O500371,100371,1,814.01
CZ4C4M0T6N4P,O500372,100372,7,199.12
YM8Z1J6J6H8N,O500373,100373,50,477.82
UI0Y8T0P5P4X,O500374,100374,6,267.24
UY7D4A4B7T4O,O500375,100375,50,135.76
QR7L8J7O0F5X,O500376,100376,50,592.13
YM3P9V3G3P0O,O500377,100377,50,693.95
EF7Y1V8Q0R2I,O500378,100378,50,625.41
HY2Q7N2P2A4M,O500379,100379,1,448.29
KJ4C0E8K3E7R,O500380,100380,1,486.61
MK7T2H1Z2T0O,O500381,100381,1,500.72
UF2V3G6W2Y3K,O500382,100382,7,720.64
IE9C0O8X4Z6N,O500383,100383,1,425.61
QQ4B9V3Q8V8P,O500384,100384,6,327.7
BH3W0Y1G7S1B,O500385,100385,1,187.06
LO6P7B6G5E2E,O500386,100386,3,213.53
ZV0Z0V0H4N8A,O500387,100387,6,977.2
JI1X0E1V7L9A,O500388,100388,50,338.01
RD6H1Z9E0D3Z,O500389,100389,3,112.53
CE5O2S5Q5A6B,O500390,100390,3,252.11
QO3L4A8R1E5J,O500391,100391,1,72.69
BW1P0M8I5C5P,O500392,100392,6,292.33
BO5F0A4H5J3Z,O500393,100393,3,498.74
XM9K5C7E0B4N,O500394,100394,1,508.46
OG0I8E0O2D0Z,O500395,100395,6,41.6
YJ9M5A4X8W2I,O500396,100396,6,25.36
OO8C8E8Y1D5E,O500397,100397,1,62.32
KW7K4B2X3F5U,O500398,100398,3,81.06
EM7E4B3N3B7Z,O500399,100399,7,312.28
KZ9P7H0C3W6U,O500400,100400,3,682.45
HX9Q8Q6Z2Y0P,O500401,100401,3,635.99
SC5X6I5N2E3A,O500402,100402,1,403.01
QU8C9Q2X5P6Y,O500403,100403,7,300.17
EZ7A5P1K3Y7F,O500404,100404,6,401.14
BG1N0B9K1F7P,O500405,100405,6,845.92
XS4C8M1D2Q4F,O500406,100406,6,672.37
ET8X8U0D8U7T,O500407,100407,6,194.06
YJ6Q9U0W3K7O,O500408,100408,7,536.03
RC6P0H4C4V7C,O500409,100409,1,121.42
ZZ6P3X6Z5K5G,O500410,100410,50,715.33
FO1U3A3R7I4O,O500411,100411,6,739.38
SQ9N5A3V9G6M,O500412,100412,7,732.7
YP5T6I1W8J6P,O500413,100413,6,891.57
XH8J1L5K5E9M,O500414,100414,1,959.54
KS4U4D6R7X7U,O500415,100415,6,127.98
GO0J5Q3R7H8E,O500416,100416,3,702.52
BX0P3W9J2H4P,O500417,100417,3,149.98
IT1U6U0K6I9O,O500418,100418,7,402.41
BL4T8Z3Z5B9B,O500419,100419,3,127.59
BB9Y8J1H6I6U,O500420,100420,7,755.39
ZJ1B0T3B9H3F,O500421,100421,50,86.12
FP8O8F1B6J2M,O500422,100422,50,570.71
MI3P8X9T3G8K,O500423,100423,6,217.99
IN6T7G0S1Y2I,O500424,100424,3,779.09
NF0C2T3E3T4M,O500425,100425,1,283.43
YP6A0M4Y6A3V,O500426,100426,7,738.19
YB1F2A0U6D9B,O500427,100427,3,781.66
TX5L5Q5J8D6C,O500428,100428,1,985.66
EX8G6Y4E9G7O,O500429,100429,3,414.93
VV0I7G2C2O1G,O500430,100430,7,643.5
JF3P3E1C3U7V,O500431,100431,6,571.68
GJ3R6T5D4T5J,O500432,100432,50,821.53
IV5Y3T4O2V5Y,O500433,100433,3,138.14
SF3P0I5Z6D9Z,O500434,100434,6,889.12
HB0R4U4N0V3P,O500435,100435,6,489.68
XS3W9A3J0M6M,O500436,100436,3,384.32
IS6W3N7A6O9O,O500437,100437,7,371.38
YW6F4Q7O7N9P,O500438,100438,50,740.56
ZM3D6M6K1Q7S,O500439,100439,3,543.23
NT5R8M6T1W9X,O500440,100440,7,387.02
LV4X3K7P1O7N,O500441,100441,7,310.76
RU0S7I7R6D8D,O500442,100442,3,78.07
FV1G0Q6C6W3Y,O500443,100443,1,138.11
ZW3X6K1L9S2Q,O500444,100444,6,44.4
MN8S9H9Y9H4I,O500445,100445,7,499.37
CV6M0Y8H8E0Y,O500446,100446,50,446.51
OU9N9E3W3G5C,O500447,100447,7,972.74
HM9C7D8Z9G4A,O500448,100448,1,424.9
QC1V8Q4I6P5I,O500449,100449,6,253.07
MK3B7B1I4F3Y,O500450,100450,50,885.43
UL8W8R7R4O4D,O500451,100451,1,834.38
QT7M5U6M5R8Q,O500452,100452,3,308.25
NC6D7G6Y3F4N,O500453,100453,50,257.43
LZ8C8Y3O5Q9Z,O500454,100454,1,276.28
QD0S0I5N2L6V,O500455,100455,50,36.74
FI0F8K7V4X1W,O500456,100456,50,124.29
GJ7N2K4X1M0G,O500457,100457,7,622.21
QU6Z8F4D7J1V,O500458,100458,7,986.14
IU7Z7Q3W3N2F,O500459,100459,6,547.29
YG2Q9N4T4H7H,O500460,100460,3,950.86
RP4B4Y4Y7C9T,O500461,100461,50,799.11
MI7L7F1W7S5Q,O500462,100462,50,721.93
PO9V3H1C5L5U,O500463,100463,1,208.14
HA9J3P0X4R4P,O500464,100464,7,103.86
IB8S9L1V4F3B,O500465,100465,7,666.96
MI3B0N1W0N5P,O500466,100466,3,639.11
JF2A7K1Z8O7H,O500467,100467,7,726.61
WG5P8F0F7X0O,O500468,100468,1,241.74
SR0Q1T4C7O5R,O500469,100469,3,188.42
NG3C9Q9O6M2Q,O500470,100470,6,741.92
II7D1A7R7Q4L,O500471,100471,7,520.04
HZ4F8H3F3J1E,O500472,100472,7,42.09
TF1G6U5H3K9W,O500473,100473,7,638.05
ZN4N6E4Y7N8F,O500474,100474,7,608.73
ZC8P8C7Y8G8A,O500475,100475,3,854.2
SV3A5M8D7S1S,O500476,100476,1,831.8
NC4I7I5A0M9S,O500477,100477,6,709.82
GA6S4L4N2D9K,O500478,100478,6,773.35
RB4K9H1C8O4Y,O500479,100479,7,612.37
NP5O6S0E0U8E,O500480,100480,7,928.02
EM0B9A8V7T1M,O500481,100481,50,244.86
JY0B3E9X5F4U,O500482,100482,3,352.09
HY3L9U6Z0P6Q,O500483,100483,3,298.51
KZ4M9A0S1D4Z,O500484,100484,6,791.28
PS9E5Y9A1A1P,O500485,100485,3,497.22
JM1Q4G1L2B1B,O500486,100486,3,560.73
TJ2F9I0R9D8A,O500487,100487,7,622.84
WO4B1D6E3V4I,O500488,100488,6,156.43
PI8O1Y9X6X4B,O500489,100489,1,641.77
PE2L4Z4T4T6I,O500490,100490,7,969.59
UI3E5X9Z3V5U,O500491,100491,6,223.01
DT0Y4U4F4O2I,O500492,100492,3,358.49
ZO5C0U4K6Z6L,O500493,100493,50,903.72
TO6S4B0P8U0I,O500494,100494,3,857.6
FG0S8I3D4R5T,O500495,100495,1,954.76
IA9W5I9J9G9Y,O500496,100496,50,335.25
KE7I6G7J3Q6Q,O500497,100497,7,72.53
UY8A8H1T4Y8L,O500498,100498,3,469.66
WY2X7M1Y3L4H,O500499,100499,3,638.82
RV7L9M6W0G6D,O500500,100500,6,940.28
NP5V3L9A4U4U,O500501,100501,7,62.48
FS8Z1M7R4X0L,O500502,100502,7,398.47
DQ2L1Q9T4I0R,O500503,100503,3,958.66
EN0H0C3V7Z6R,O500504,100504,6,843.87
RD5W8Q7G4F8Q,O500505,100505,50,927.05
RU5K8W0P0V8T,O500506,100506,7,631.28
RS8H5U9E9U6S,O500507,100507,50,344.82
RD6Y2O6F7X8Q,O500508,100508,6,190.27
TN0N7H1W3I5J,O500509,100509,6,967.97
JP7B1D7I8J8K,O500510,100510,7,701.28
PS7F8Q8W7B3U,O500511,100511,6,982.66
HS9X1L6U7J4S,O500512,100512,7,364.39
GP4Z8S7A8B4R,O500513,100513,1,169.64
BG3H9W5G6G8Y,O500514,100514,1,856.5
AE4F1U9P4I0J,O500515,100515,50,343.8
JB6L1G2S3J7U,O500516,100516,1,163.67
CE6R6R3F3T6S,O500517,100517,6,469.89
MR0E6J1L4W4T,O500518,100518,50,640.22
MG0S2K7D8Q8U,O500519,100519,7,172.39
EB5I3S3E0B5A,O500520,100520,3,640.94
