review_id,Customer_ID,product_id,rating,comment,review_date
148,CUST798609,100147,3,Will buy again.,2024-09-08
149,CUST657685,100148,4,Item was missing.,2025-05-10
150,CUST955419,100149,2,Package arrived damaged.,2024-07-27
151,CUST131687,100150,2,Not as described.,2024-10-23
152,CUST867168,100151,1,Item was missing.,2025-03-13
153,CUST205171,100152,1,Too expensive.,2024-11-03
154,CUST641169,100153,3,Good quality.,2024-11-14
155,CUST569401,100154,5,Average experience.,2025-01-14
156,CUST241634,100155,2,Will buy again.,2025-04-28
157,CUST635178,100156,3,Poor communication.,2024-12-30
158,CUST187956,100157,5,Not as described.,2024-10-09
159,CUST361858,100158,5,Highly recommended!,2024-07-09
160,CUST122364,100159,5,Five stars!,2024-11-07
161,CUST602276,100160,5,Five stars!,2024-08-01
162,CUST237552,100161,3,Quick delivery.,2024-08-22
163,CUST118873,100162,2,Five stars!,2024-07-09
164,CUST247949,100163,5,Will buy again.,2025-03-10
165,CUST178807,100164,2,Would not recommend.,2025-03-14
166,CUST458732,100165,1,Good quality.,2024-09-13
167,CUST464678,100166,4,Great packaging.,2024-09-30
168,CUST809693,100167,5,Great packaging.,2025-01-19
169,CUST491716,100168,5,Quick delivery.,2024-09-18
170,CUST462763,100169,4,Very satisfied.,2025-06-05
171,CUST090216,100170,1,Highly recommended!,2024-09-30
172,CUST677107,100171,2,Poor communication.,2025-06-06
173,CUST985042,100172,4,Five stars!,2024-12-14
174,CUST719884,100173,2,Highly recommended!,2024-07-20
175,CUST173437,100174,4,Excellent service!,2024-08-10
176,CUST775513,100175,3,Highly recommended!,2024-07-21
177,CUST660124,100176,2,Will buy again.,2024-10-18
178,CUST351630,100177,2,Poor communication.,2024-12-19
179,CUST545403,100178,2,Too expensive.,2024-07-25
180,CUST759062,100179,3,Too expensive.,2024-11-23
181,CUST555132,100180,1,Poor communication.,2024-09-24
182,CUST120658,100181,2,Excellent service!,2024-12-16
183,CUST078389,100182,5,Very satisfied.,2025-01-26
184,CUST611216,100183,5,Great packaging.,2025-02-10
185,CUST961160,100184,1,Excellent service!,2024-12-03
186,CUST551679,100185,1,Excellent service!,2024-12-04
187,CUST140031,100186,1,Highly recommended!,2024-10-17
188,CUST656559,100187,2,Five stars!,2024-11-05
189,CUST085721,100188,5,Poor communication.,2025-06-23
190,CUST688437,100189,2,Good quality.,2024-11-24
191,CUST467471,100190,5,Very satisfied.,2025-05-29
192,CUST625443,100191,1,Very satisfied.,2025-05-07
193,CUST119032,100192,5,Would not recommend.,2024-09-08
194,CUST689859,100193,5,Highly recommended!,2025-05-29
195,CUST807580,100194,3,Package arrived damaged.,2025-02-22
196,CUST232665,100195,2,Will buy again.,2025-01-26
197,CUST644515,100196,1,Very satisfied.,2024-08-03
198,CUST779143,100197,4,Good quality.,2025-07-08
199,CUST588588,100198,4,Highly recommended!,2024-07-10
200,CUST523685,100199,5,Good quality.,2024-08-25
201,CUST797940,100200,1,Five stars!,2024-09-04
202,CUST692551,100201,2,Good quality.,2025-04-16
203,CUST022235,100202,1,Quick delivery.,2025-02-27
204,CUST868453,100203,3,Highly recommended!,2024-10-30
205,CUST324572,100204,3,Average experience.,2024-10-25
206,CUST286737,100205,3,Excellent service!,2024-08-20
207,CUST501988,100206,3,Good quality.,2024-07-18
208,CUST623172,100207,1,Will buy again.,2025-01-01
209,CUST511254,100208,2,Excellent service!,2025-03-02
210,CUST994856,100209,3,Not as described.,2025-02-02
211,CUST862428,100210,1,Highly recommended!,2024-12-12
212,CUST265703,100211,4,Excellent service!,2024-10-18
213,CUST309160,100212,1,Quick delivery.,2025-01-28
214,CUST113306,100213,2,Highly recommended!,2025-01-18
215,CUST265413,100214,1,Five stars!,2024-11-26
216,CUST310135,100215,1,Will buy again.,2025-06-11
217,CUST728698,100216,1,Average experience.,2024-09-27
218,CUST555148,100217,2,Average experience.,2024-10-09
219,CUST090863,100218,5,Excellent service!,2025-02-03
220,CUST589620,100219,4,Excellent service!,2025-04-06
221,CUST045881,100220,2,Poor communication.,2024-09-13
222,CUST485644,100221,5,Quick delivery.,2025-05-24
223,CUST792323,100222,3,Item was missing.,2024-10-05
224,CUST200794,100223,2,Not as described.,2025-03-26
225,CUST478711,100224,5,Quick delivery.,2025-05-22
226,CUST463180,100225,4,Too expensive.,2024-07-19
227,CUST244079,100226,5,Not as described.,2025-04-22
228,CUST196974,100227,4,Poor communication.,2025-06-25
229,CUST595463,100228,5,Will buy again.,2025-06-07
230,CUST556373,100229,1,Not as described.,2025-03-06
231,CUST260199,100230,2,Quick delivery.,2024-09-03
232,CUST648809,100231,5,Highly recommended!,2025-05-08
233,CUST848404,100232,2,Poor communication.,2025-05-06
234,CUST878301,100233,4,Poor communication.,2025-05-07
235,CUST197527,100234,3,Excellent service!,2024-11-04
236,CUST578540,100235,5,Average experience.,2024-09-22
237,CUST691872,100236,1,Good quality.,2025-01-28
238,CUST317463,100237,3,Item was missing.,2024-11-02
239,CUST847657,100238,1,Five stars!,2024-12-02
240,CUST939291,100239,5,Would not recommend.,2025-04-01
241,CUST576674,100240,1,Will buy again.,2024-10-21
242,CUST566356,100241,5,Not as described.,2025-03-26
243,CUST836966,100242,4,Excellent service!,2025-04-11
244,CUST765108,100243,1,Item was missing.,2024-10-11
245,CUST538680,100244,2,Average experience.,2025-04-18
246,CUST346319,100245,3,Would not recommend.,2024-10-21
247,CUST719197,100246,3,Quick delivery.,2024-07-22
248,CUST366538,100247,1,Five stars!,2025-05-29
249,CUST275025,100248,1,Not as described.,2025-04-17
250,CUST295031,100249,3,Average experience.,2024-10-03
251,CUST975458,100250,2,Very satisfied.,2025-03-14
252,CUST488848,100251,1,Would not recommend.,2025-06-02
253,CUST192751,100252,1,Average experience.,2024-08-10
254,CUST071429,100253,1,Too expensive.,2024-11-13
255,CUST813082,100254,3,Poor communication.,2025-02-15
256,CUST197816,100255,1,Package arrived damaged.,2025-01-27
257,CUST089494,100256,1,Five stars!,2025-03-22
258,CUST516693,100257,1,Too expensive.,2024-07-23
259,CUST354457,100258,5,Item was missing.,2025-06-23
260,CUST227776,100259,5,Good quality.,2025-02-26
261,CUST770283,100260,3,Excellent service!,2024-07-21
262,CUST761011,100261,1,Average experience.,2024-12-04
263,CUST336639,100262,4,Great packaging.,2025-04-15
264,CUST725424,100263,5,Poor communication.,2025-02-19
265,CUST118503,100264,5,Poor communication.,2025-03-16
266,CUST418709,100265,4,Quick delivery.,2025-07-03
267,CUST723096,100266,3,Highly recommended!,2024-09-05
268,CUST299807,100267,3,Will buy again.,2025-05-06
269,CUST700428,100268,2,Very satisfied.,2025-04-30
270,CUST121422,100269,3,Would not recommend.,2025-02-10
271,CUST564835,100270,3,Would not recommend.,2025-02-01
272,CUST088330,100271,4,Quick delivery.,2024-10-27
273,CUST139930,100272,5,Too expensive.,2025-04-30
274,CUST240931,100273,2,Very satisfied.,2025-03-14
275,CUST132356,100274,4,Not as described.,2025-04-18
276,CUST939104,100275,2,Too expensive.,2025-01-10
277,CUST257204,100276,1,Poor communication.,2025-07-02
278,CUST663726,100277,3,Will buy again.,2025-02-23
279,CUST479064,100278,5,Poor communication.,2024-10-08
280,CUST946048,100279,5,Highly recommended!,2025-03-01
281,CUST851616,100280,1,Quick delivery.,2025-06-20
282,CUST636794,100281,4,Item was missing.,2024-11-05
283,CUST725176,100282,4,Good quality.,2025-05-17
284,CUST890992,100283,1,Highly recommended!,2025-01-30
285,CUST380116,100284,4,Would not recommend.,2025-05-11
286,CUST142949,100285,2,Average experience.,2025-03-23
287,CUST560016,100286,5,Package arrived damaged.,2025-06-05
288,CUST096983,100287,1,Good quality.,2025-04-11
289,CUST608793,100288,5,Excellent service!,2025-03-13
290,CUST668780,100289,1,Five stars!,2024-11-20
291,CUST643543,100290,2,Very satisfied.,2024-11-04
292,CUST973312,100291,2,Quick delivery.,2024-09-17
293,CUST329489,100292,4,Will buy again.,2025-07-09
294,CUST210333,100293,4,Poor communication.,2025-02-07
295,CUST295462,100294,4,Will buy again.,2024-12-17
296,CUST707015,100295,5,Good quality.,2024-07-28
297,CUST381689,100296,3,Highly recommended!,2025-03-04
298,CUST067711,100297,3,Poor communication.,2025-04-13
299,CUST386724,100298,1,Very satisfied.,2025-05-04
300,CUST862757,100299,4,Excellent service!,2025-01-04
301,CUST054443,100300,1,Excellent service!,2025-07-07
302,CUST293658,100301,1,Average experience.,2024-12-22
303,CUST626091,100302,1,Very satisfied.,2024-09-29
304,CUST475632,100303,3,Highly recommended!,2025-03-29
305,CUST626845,100304,1,Too expensive.,2025-06-26
306,CUST898244,100305,3,Would not recommend.,2024-11-01
307,CUST217532,100306,1,Poor communication.,2024-08-19
308,CUST259265,100307,4,Poor communication.,2025-06-07
309,CUST667405,100308,1,Would not recommend.,2024-09-03
310,CUST136479,100309,3,Not as described.,2025-03-13
311,CUST306791,100310,4,Package arrived damaged.,2025-04-11
312,CUST407368,100311,5,Would not recommend.,2025-04-01
313,CUST342383,100312,5,Would not recommend.,2024-11-23
314,CUST874915,100313,5,Quick delivery.,2024-09-24
315,CUST718389,100314,1,Excellent service!,2025-06-24
316,CUST652473,100315,3,Five stars!,2024-08-28
317,CUST134337,100316,3,Great packaging.,2025-04-15
318,CUST349732,100317,4,Great packaging.,2024-09-20
319,CUST379221,100318,4,Too expensive.,2025-06-10
320,CUST504883,100319,5,Five stars!,2025-06-06
321,CUST125016,100320,3,Will buy again.,2024-11-30
322,CUST522402,100321,3,Quick delivery.,2024-08-12
323,CUST506019,100322,5,Great packaging.,2025-03-07
324,CUST509568,100323,3,Great packaging.,2025-05-19
325,CUST893986,100324,2,Poor communication.,2025-01-11
326,CUST819792,100325,2,Will buy again.,2024-11-28
327,CUST890650,100326,4,Great packaging.,2025-05-11
328,CUST420823,100327,5,Package arrived damaged.,2024-12-18
329,CUST035749,100328,1,Not as described.,2025-03-17
330,CUST273229,100329,3,Too expensive.,2025-03-30
331,CUST920901,100330,4,Not as described.,2024-09-01
332,CUST461793,100331,5,Five stars!,2025-03-24
333,CUST558314,100332,4,Highly recommended!,2025-05-23
334,CUST266831,100333,1,Highly recommended!,2025-06-14
335,CUST306893,100334,1,Excellent service!,2025-01-24
336,CUST706244,100335,4,Very satisfied.,2024-09-05
337,CUST098332,100336,4,Great packaging.,2024-07-31
338,CUST827414,100337,2,Item was missing.,2024-10-02
339,CUST721545,100338,3,Would not recommend.,2025-03-22
340,CUST476359,100339,5,Great packaging.,2025-02-22
341,CUST391847,100340,2,Item was missing.,2025-06-29
342,CUST898043,100341,1,Five stars!,2025-01-09
343,CUST085796,100342,4,Will buy again.,2025-03-15
344,CUST542179,100343,2,Good quality.,2025-06-15
345,CUST669614,100344,4,Too expensive.,2024-08-11
346,CUST702669,100345,4,Item was missing.,2024-11-21
347,CUST603019,100346,4,Will buy again.,2025-01-15
348,CUST435038,100347,4,Package arrived damaged.,2024-10-25
349,CUST336222,100348,1,Five stars!,2025-04-16
350,CUST010801,100349,1,Very satisfied.,2024-12-22
351,CUST914723,100350,2,Too expensive.,2025-05-10
352,CUST829383,100351,3,Package arrived damaged.,2025-02-15
353,CUST292489,100352,5,Average experience.,2025-06-07
354,CUST593406,100353,4,Five stars!,2025-02-06
355,CUST090513,100354,1,Will buy again.,2025-01-18
356,CUST299213,100355,2,Good quality.,2025-04-18
357,CUST379053,100356,5,Very satisfied.,2024-12-09
358,CUST755948,100357,3,Item was missing.,2025-05-21
359,CUST851032,100358,5,Excellent service!,2024-07-20
360,CUST631865,100359,4,Five stars!,2024-11-05
361,CUST759261,100360,1,Quick delivery.,2025-03-06
362,CUST854010,100361,1,Highly recommended!,2025-04-18
363,CUST186757,100362,1,Will buy again.,2024-10-02
364,CUST379548,100363,3,Item was missing.,2025-05-02
365,CUST312000,100364,2,Too expensive.,2025-01-27
366,CUST089117,100365,2,Quick delivery.,2025-04-30
367,CUST173778,100366,5,Average experience.,2025-04-15
368,CUST848348,100367,4,Excellent service!,2024-07-11
369,CUST944693,100368,3,Quick delivery.,2024-07-27
370,CUST568986,100369,5,Good quality.,2025-04-24
371,CUST229369,100370,4,Average experience.,2024-09-24
372,CUST929941,100371,4,Five stars!,2024-09-30
373,CUST602317,100372,2,Quick delivery.,2025-06-27
374,CUST714003,100373,1,Would not recommend.,2025-03-05
375,CUST546010,100374,5,Very satisfied.,2024-07-31
376,CUST268328,100375,2,Not as described.,2024-07-21
377,CUST582443,100376,3,Will buy again.,2025-01-30
378,CUST553410,100377,2,Average experience.,2024-08-09
379,CUST623486,100378,5,Highly recommended!,2024-11-20
380,CUST193396,100379,1,Package arrived damaged.,2025-01-03
381,CUST194793,100380,1,Quick delivery.,2024-12-07
382,CUST122770,100381,5,Would not recommend.,2024-08-01
383,CUST426403,100382,4,Excellent service!,2025-01-11
384,CUST160327,100383,2,Will buy again.,2025-06-03
385,CUST547787,100384,1,Package arrived damaged.,2025-05-22
386,CUST091240,100385,3,Highly recommended!,2025-05-30
387,CUST705135,100386,4,Excellent service!,2024-09-13
388,CUST864586,100387,3,Very satisfied.,2025-03-17
389,CUST284282,100388,1,Quick delivery.,2025-02-07
390,CUST150633,100389,2,Would not recommend.,2024-11-30
391,CUST523425,100390,5,Five stars!,2025-01-06
392,CUST042187,100391,2,Good quality.,2024-10-17
393,CUST520863,100392,4,Item was missing.,2025-02-22
394,CUST600395,100393,2,Average experience.,2025-03-18
395,CUST764026,100394,5,Highly recommended!,2024-08-06
396,CUST587593,100395,5,Great packaging.,2024-09-08
397,CUST880522,100396,4,Highly recommended!,2025-05-27
398,CUST531777,100397,2,Will buy again.,2025-05-23
399,CUST338316,100398,3,Good quality.,2025-06-30
400,CUST854299,100399,4,Highly recommended!,2024-10-14
401,CUST737975,100400,4,Five stars!,2024-11-28
402,CUST851946,100401,4,Very satisfied.,2025-05-06
403,CUST082621,100402,2,Highly recommended!,2025-02-15
404,CUST187573,100403,4,Great packaging.,2025-03-17
405,CUST624582,100404,1,Item was missing.,2025-05-23
406,CUST560988,100405,3,Poor communication.,2025-03-19
407,CUST537050,100406,3,Quick delivery.,2024-11-23
408,CUST644991,100407,2,Would not recommend.,2024-10-11
409,CUST031069,100408,2,Highly recommended!,2025-05-15
410,CUST748052,100409,4,Five stars!,2025-02-25
411,CUST132718,100410,5,Too expensive.,2025-03-13
412,CUST196310,100411,2,Five stars!,2024-11-24
413,CUST316366,100412,2,Too expensive.,2025-06-13
414,CUST952213,100413,5,Poor communication.,2025-03-03
415,CUST916904,100414,1,Poor communication.,2025-02-17
416,CUST933483,100415,1,Excellent service!,2024-10-31
417,CUST953025,100416,4,Will buy again.,2025-04-16
418,CUST971061,100417,5,Five stars!,2025-02-27
419,CUST336485,100418,5,Item was missing.,2024-09-22
420,CUST123151,100419,2,Average experience.,2025-06-15
421,CUST084753,100420,5,Five stars!,2025-03-06
422,CUST394583,100421,3,Too expensive.,2024-11-14
423,CUST075060,100422,5,Good quality.,2024-11-20
424,CUST330488,100423,4,Will buy again.,2025-05-09
425,CUST919104,100424,3,Item was missing.,2024-07-28
426,CUST085339,100425,3,Would not recommend.,2024-09-01
427,CUST652386,100426,4,Would not recommend.,2024-11-13
428,CUST716351,100427,4,Item was missing.,2025-02-08
429,CUST264719,100428,3,Quick delivery.,2025-05-07
430,CUST191663,100429,3,Average experience.,2025-06-07
431,CUST080589,100430,3,Very satisfied.,2025-02-18
432,CUST151810,100431,5,Will buy again.,2024-07-19
433,CUST441715,100432,4,Not as described.,2025-01-29
434,CUST082947,100433,1,Excellent service!,2024-09-28
435,CUST691603,100434,3,Five stars!,2024-11-06
436,CUST829573,100435,1,Highly recommended!,2025-06-12
437,CUST946987,100436,1,Would not recommend.,2024-11-06
438,CUST615536,100437,5,Item was missing.,2024-10-26
439,CUST121710,100438,3,Great packaging.,2024-12-07
440,CUST934034,100439,2,Too expensive.,2024-09-08
441,CUST333327,100440,1,Item was missing.,2025-05-11
442,CUST092680,100441,1,Very satisfied.,2025-01-13
443,CUST558742,100442,1,Poor communication.,2025-04-23
444,CUST503043,100443,5,Good quality.,2024-09-25
445,CUST503133,100444,5,Would not recommend.,2024-12-31
446,CUST346029,100445,1,Package arrived damaged.,2025-03-01
447,CUST439703,100446,1,Not as described.,2024-09-23
448,CUST869289,100447,1,Average experience.,2025-05-22
449,CUST193027,100448,4,Excellent service!,2024-10-05
450,CUST337605,100449,4,Would not recommend.,2025-05-17
451,CUST852984,100450,5,Excellent service!,2024-10-04
452,CUST738004,100451,5,Too expensive.,2024-09-21
453,CUST115790,100452,3,Package arrived damaged.,2025-05-28
454,CUST275741,100453,1,Very satisfied.,2025-06-09
455,CUST750496,100454,2,Would not recommend.,2024-07-24
456,CUST355342,100455,4,Would not recommend.,2025-05-14
457,CUST046364,100456,1,Would not recommend.,2024-10-30
458,CUST341945,100457,1,Would not recommend.,2024-07-18
459,CUST571521,100458,4,Very satisfied.,2025-01-14
460,CUST986935,100459,1,Would not recommend.,2024-07-10
461,CUST514203,100460,2,Five stars!,2025-01-10
462,CUST655069,100461,4,Not as described.,2025-05-27
463,CUST186946,100462,2,Item was missing.,2025-04-02
464,CUST017102,100463,5,Poor communication.,2025-04-16
465,CUST248214,100464,4,Great packaging.,2024-10-11
466,CUST735179,100465,1,Item was missing.,2025-05-12
467,CUST263171,100466,2,Five stars!,2024-10-11
468,CUST933468,100467,4,Would not recommend.,2025-01-07
469,CUST239520,100468,2,Good quality.,2024-09-29
470,CUST764245,100469,3,Item was missing.,2025-06-04
471,CUST056433,100470,4,Very satisfied.,2025-03-31
472,CUST927712,100471,5,Package arrived damaged.,2024-12-12
473,CUST677517,100472,4,Good quality.,2024-11-29
474,CUST125019,100473,2,Package arrived damaged.,2024-12-10
475,CUST253680,100474,4,Quick delivery.,2025-06-12
476,CUST041294,100475,3,Highly recommended!,2025-01-24
477,CUST277706,100476,2,Very satisfied.,2025-07-03
478,CUST769115,100477,4,Will buy again.,2025-03-24
479,CUST664884,100478,4,Item was missing.,2025-03-10
480,CUST363570,100479,2,Five stars!,2024-11-27
481,CUST479525,100480,4,Too expensive.,2024-08-10
482,CUST777235,100481,1,Package arrived damaged.,2024-08-05
483,CUST039674,100482,1,Quick delivery.,2025-06-30
484,CUST622524,100483,5,Average experience.,2024-10-11
485,CUST442664,100484,1,Would not recommend.,2024-11-30
486,CUST005445,100485,5,Average experience.,2024-09-09
487,CUST306643,100486,3,Would not recommend.,2025-04-20
488,CUST837902,100487,5,Package arrived damaged.,2024-10-04
489,CUST540235,100488,4,Would not recommend.,2024-08-23
490,CUST909960,100489,1,Package arrived damaged.,2025-04-29
491,CUST506582,100490,2,Average experience.,2024-12-04
492,CUST270205,100491,2,Not as described.,2024-11-05
493,CUST871337,100492,3,Excellent service!,2024-11-03
494,CUST426031,100493,5,Very satisfied.,2025-02-06
495,CUST599906,100494,3,Average experience.,2025-04-12
496,CUST125702,100495,3,Too expensive.,2024-11-07
497,CUST298963,100496,3,Highly recommended!,2025-02-09
498,CUST125763,100497,5,Poor communication.,2024-09-14
499,CUST110872,100498,4,Package arrived damaged.,2025-01-29
500,CUST479922,100499,5,Highly recommended!,2024-10-08
501,CUST026561,100500,2,Good quality.,2025-04-03
502,CUST038201,100501,2,Quick delivery.,2025-06-08
503,CUST802943,100502,1,Excellent service!,2025-02-24
504,CUST265862,100503,4,Excellent service!,2024-12-17
505,CUST770140,100504,3,Excellent service!,2024-12-25
506,CUST662010,100505,5,Too expensive.,2025-04-10
507,CUST565949,100506,4,Excellent service!,2025-03-29
508,CUST727463,100507,2,Too expensive.,2024-11-30
509,CUST116329,100508,2,Average experience.,2024-08-12
510,CUST190855,100509,2,Very satisfied.,2025-05-24
511,CUST808953,100510,5,Highly recommended!,2025-03-11
512,CUST850488,100511,2,Will buy again.,2024-12-17
